pl_name,hostname,default_flag,pl_orbsmax,pl_rade,pl_radj,pl_masse,st_refname,st_spectype,st_teff,st_rad,st_mass,sy_dist,sy_gaiamag
Kepler-942 b,Kepler-942,1,,2.13,0.19,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4861,0.75,0.81,216.354,13.0663
Kepler-943 b,Kepler-943,1,,5.93,0.529,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5612,0.91,0.93,2300.53,15.6387
Kepler-944 b,Kepler-944,1,,2.63,0.235,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5409,0.83,0.86,1349.43,15.7109
Kepler-945 b,Kepler-945,1,,2.63,0.235,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5718,0.97,0.97,1651.25,15.8596
Kepler-946 b,Kepler-946,1,,1.93,0.172,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5665,0.93,0.94,1137.29,14.9234
Kepler-947 b,Kepler-947,1,,2.28,0.203,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5508,0.87,0.9,1730.78,15.7517
Kepler-948 b,Kepler-948,1,,1.85,0.165,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5679,0.94,0.96,868.017,14.7858
Kepler-949 b,Kepler-949,1,,2.91,0.26,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5403,0.86,0.89,486.105,14.5084
Kepler-95 b,Kepler-95,1,,3.42,0.305,13,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5699,1.41,1.08,445.656,12.3044
Kepler-950 b,Kepler-950,1,,8.98,0.801,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5857,1.02,1.02,2161.6,15.6813
Kepler-951 b,Kepler-951,1,,5.59,0.499,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4834,0.73,0.77,382.509,14.4908
Kepler-952 b,Kepler-952,1,,7.65,0.682,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5730,0.99,1,1304.25,15.1882
Kepler-953 b,Kepler-953,1,,4.21,0.376,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5416,0.99,0.95,258.893,12.1425
Kepler-953 c,Kepler-953,1,,1.19,0.106,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5416,0.99,0.95,258.893,12.1425
Kepler-954 b,Kepler-954,1,,2.32,0.207,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4990,0.76,0.82,215.814,12.9432
Kepler-955 b,Kepler-955,1,,3.13,0.279,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5350,0.84,0.89,550.383,14.6273
Kepler-956 b,Kepler-956,1,,3,0.268,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6040,1.15,1.1,544.939,13.2889
Kepler-957 b,Kepler-957,1,,5.5,0.491,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4963,0.75,0.81,824.688,15.6906
Kepler-958 b,Kepler-958,1,,2.06,0.184,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5421,0.86,0.91,449.773,13.7299
Kepler-959 b,Kepler-959,1,,4.38,0.391,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,7005,2.01,1.6,807.729,12.466
Kepler-96 b,Kepler-96,1,,2.67,0.238,8.46,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5690,1.02,1,122.881,10.2971
Kepler-960 b,Kepler-960,1,,2.29,0.204,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4755,0.72,0.77,284.916,13.8413
Kepler-961 b,Kepler-961,1,,2.55,0.227,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5582,0.9,0.96,574.314,14.043
Kepler-962 b,Kepler-962,1,,1.97,0.176,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5478,0.86,0.93,411.486,13.558
Kepler-963 b,Kepler-963,1,,2.66,0.237,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5461,0.87,0.91,771.494,14.9116
Kepler-964 b,Kepler-964,1,,2.12,0.189,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5427,0.84,0.93,454.626,13.9025
Kepler-965 b,Kepler-965,1,,3.38,0.302,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5886,1.15,1.05,582.828,13.3334
Kepler-966 b,Kepler-966,1,,4.13,0.368,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5840,1.02,1.02,1027.8,14.4435
Kepler-967 b,Kepler-967,1,,2.35,0.21,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5178,0.8,0.84,568.546,14.4513
Kepler-967 c,Kepler-967,1,,3.65,0.326,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5178,0.8,0.84,568.546,14.4513
Kepler-968 b,Kepler-968,1,,2,0.178,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4598,0.7,0.76,290.324,14.2499
Kepler-968 c,Kepler-968,1,,1.69,0.151,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4598,0.7,0.76,290.324,14.2499
Kepler-969 b,Kepler-969,1,,2.07,0.185,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5214,0.82,0.92,390.354,13.7221
Kepler-969 c,Kepler-969,1,,0.99,0.088,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5214,0.82,0.92,390.354,13.7221
Kepler-97 b,Kepler-97,1,,1.48,0.132,3.51,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5779,0.98,0.94,400.907,12.813
Kepler-97 c,Kepler-97,1,,,,344,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5779,0.98,0.94,400.907,12.813
Kepler-970 b,Kepler-970,1,,2.77,0.247,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4511,0.67,0.7,331.545,14.8058
Kepler-971 b,Kepler-971,1,,2.13,0.19,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5431,0.85,0.88,338.522,13.2181
Kepler-972 b,Kepler-972,1,,4.65,0.415,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6146,1.22,1.15,1198.03,14.8925
Kepler-973 b,Kepler-973,1,,1.96,0.175,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5213,0.78,0.86,328.52,13.234
Kepler-974 b,Kepler-974,1,,1.57,0.14,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3687,0.5,0.52,134.311,14.4126
Kepler-975 b,Kepler-975,1,,1.48,0.132,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4897,0.75,0.8,426.088,14.4518
Kepler-976 b,Kepler-976,1,,3.96,0.353,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5232,0.83,0.87,1012.41,15.8033
Kepler-977 b,Kepler-977,1,,2.62,0.234,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5315,0.83,0.87,568.751,14.8235
Kepler-978 b,Kepler-978,1,,2.99,0.267,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6002,1.09,1.07,682.522,13.3744
Kepler-979 b,Kepler-979,1,,2.72,0.243,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5310,0.83,0.87,576.503,14.625
Kepler-98 b,Kepler-98,1,,1.99,0.178,3.55,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5539,1.11,0.99,350.315,12.8694
Kepler-980 b,Kepler-980,1,,2.67,0.238,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5935,1.06,1.05,961.468,14.1122
Kepler-981 b,Kepler-981,1,,2.31,0.206,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5718,0.96,0.98,878.082,14.7044
Kepler-982 b,Kepler-982,1,,2.25,0.201,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6139,1.29,1.16,801.479,12.9868
Kepler-983 b,Kepler-983,1,,2.36,0.211,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6052,1.08,1.13,714.437,13.9863
Kepler-984 b,Kepler-984,1,,2.12,0.189,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5610,0.93,0.96,460.188,13.4677
Kepler-985 b,Kepler-985,1,,2.98,0.266,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5434,0.85,0.91,679.361,14.7169
Kepler-986 b,Kepler-986,1,,2.36,0.211,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5642,0.98,0.96,548.364,13.6421
Kepler-987 b,Kepler-987,1,,3.26,0.291,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5637,0.91,0.97,914.126,14.9789
Kepler-988 b,Kepler-988,1,,2.07,0.185,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4005,0.53,0.55,304.889,15.2131
Kepler-989 b,Kepler-989,1,,2.21,0.197,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5074,0.78,0.82,491.978,14.4083
Kepler-99 b,Kepler-99,1,,1.48,0.132,6.15,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,4782,0.73,0.79,208.369,12.9618
Kepler-990 b,Kepler-990,1,,2.6,0.232,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5948,1.08,1.05,802.163,14.4949
Kepler-990 c,Kepler-990,1,,1.53,0.136,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5948,1.08,1.05,802.163,14.4949
Kepler-991 b,Kepler-991,1,,2.54,0.227,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4392,0.61,0.64,389.561,15.1476
Kepler-992 b,Kepler-992,1,,1.62,0.145,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4944,0.74,0.8,259.639,13.3901
Kepler-993 b,Kepler-993,1,,2.97,0.265,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3843,0.54,0.57,324.423,15.9243
Kepler-994 b,Kepler-994,1,,1.6,0.143,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3934,0.54,0.56,188.158,14.4653
Kepler-995 b,Kepler-995,1,,2.7,0.241,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5206,0.8,0.83,609.638,14.8814
Kepler-996 b,Kepler-996,1,,1.98,0.177,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6014,1.14,1.09,1216.58,14.6387
Kepler-997 b,Kepler-997,1,,1.36,0.121,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6150,1.56,1.22,467.568,11.8477
Kepler-998 b,Kepler-998,1,,2.32,0.207,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6058,1.18,1.12,986.364,14.3408
Kepler-999 b,Kepler-999,1,,2.34,0.209,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6237,1.65,1.29,545.063,12.2343
L 168-9 b,L 168-9,1,0.02091,1.39,0.124,4.6,<a refstr=ASTUDILLO_DEFRU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..58A/abstract target=ref>Astudillo-Defru et al. 2020</a>,M1 V,3800,0.6,0.62,25.1496,10.2316
L 98-59 b,L 98-59,1,0.02282,0.8,0.071,1.01,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,M3 V,3412,0.31,0.31,10.6194,10.5976
L 98-59 c,L 98-59,1,0.0317,1.35,0.12,2.42,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,M3 V,3412,0.31,0.31,10.6194,10.5976
L 98-59 d,L 98-59,1,0.0506,1.57,0.14,2.31,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,M3 V,3412,0.31,0.31,10.6194,10.5976
LHS 1140 b,LHS 1140,1,0.0957,1.635,0.146,6.38,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.121L/abstract target=ref>Lillo-Box et al. 2020</a>,,,0.21,0.19,14.9861,12.6706
LHS 1140 c,LHS 1140,1,0.02734,1.169,0.104,1.76,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.121L/abstract target=ref>Lillo-Box et al. 2020</a>,,,0.21,0.19,14.9861,12.6706
LHS 1478 b,LHS 1478,1,0.01848,1.242,0.111,2.33,<a refstr=SOTO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210211640S/abstract target=ref>Soto et al. 2021</a>,m3 V,3381,0.25,0.24,18.2276,12.2598
LHS 1815 b,LHS 1815,1,0.0404,1.088,0.097,8.7,<a refstr=GAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..160G/abstract target=ref>Gan et al. 2020</a>,M1,3643,0.5,0.5,29.8424,11.2362
LHS 3844 b,LHS 3844,1,0.00622,1.303,0.116,,<a refstr=VANDERSPEK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...871L..24V/abstract target=ref>Vanderspek et al. 2019</a>,M5,3036,0.19,0.15,14.8846,13.3925
LP 714-47 b,LP 714-47,1,0.0417,4.7,0.419,30.8,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201101716D/abstract target=ref>Dreizler et al. 2020</a>,M0.0 V,3950,0.58,0.59,52.616,11.7282
LP 791-18 b,LP 791-18,1,0.00969,1.12,0.1,,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,M(6.1+/-0.7) V,2960,0.17,0.14,26.4927,15.0715
LP 791-18 c,LP 791-18,1,0.029392,2.31,0.206,,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,M(6.1+/-0.7) V,2960,0.17,0.14,26.4927,15.0715
LSPM J2116+0234 b,LSPM J2116+0234,1,0.0876,,,,<a refstr=LALITHA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A.116L/abstract target=ref>Lalitha et al. 2019</a>,M3.0 V,3475,0.43,0.43,17.6297,10.8595
LTT 1445 A b,LTT 1445 A,1,0.03807,1.38,0.123,2.2,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..152W/abstract target=ref>Winters et al. 2019</a>,,3337,0.28,0.26,6.86929,10.0469
LTT 3780 b,LTT 3780,1,0.01211,1.332,0.119,2.62,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,M4 V,3331,0.37,0.4,21.9814,11.8465
LTT 3780 c,LTT 3780,1,0.07673,2.3,0.205,8.6,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,M4 V,3331,0.37,0.4,21.9814,11.8465
LTT 9779 b,LTT 9779,1,0.01679,4.72,0.421,29.32,<a refstr=JENKINS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs.tmp..180J/abstract target=ref>Jenkins et al. 2020</a>,G7 V,5443,0.95,0.77,80.4373,9.60006
LkCa 15 b,LkCa 15,1,14.7,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4194,1.61,,158.152,11.5887
LkCa 15 c,LkCa 15,1,18.6,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4194,1.61,,158.152,11.5887
Lupus-TR-3 b,Lupus-TR-3,1,0.0464,9.976,0.89,257.431,<a refstr=WELDRAKE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675L..37W/abstract target=ref> Weldrake et al. 2008 </a>,,5000,0.82,0.87,773.409,18.765
MASCARA-1 b,MASCARA-1,1,0.043,16.814,1.5,1175.971,<a refstr=TALENS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..73T/abstract target=ref>Talens et al. 2017</a>,A8,7554,2.1,1.72,182.273,8.24243
MASCARA-4 b,MASCARA-4,1,0.047,17.15,1.53,985.273,<a refstr=DORVAL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A..60D/abstract target=ref>Dorval et al. 2020</a>,A7 V,7800,1.92,1.75,170.696,8.17401
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1,0.62,,,3.3,<a refstr=BENNETT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...684..663B/abstract target=ref> Bennett et al. 2008 </a>,,,,0.06,1000,
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,1,6.5,,,260,<a refstr=DONG_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...698.1826D/abstract target=ref> Dong et al. 2009 </a>,,,,0.3,5800,
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,1.1,,,23.4,<a refstr=BHATTACHARYA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...59B/abstract target=ref>Bhattacharya et al. 2017</a>,,,,0.21,7700,
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,2.7,,,1300,<a refstr=SUZUKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780..123S/abstract target=ref> Suzuki et al. 2014 </a>,K,,,0.56,3300,
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,3.2,,,10.4,<a refstr=MURAKI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...741...22M/abstract target=ref> Muraki et al. 2011 </a>,,,,0.56,3040,
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,1,2.03,,,67.3,<a refstr=TERRY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...54T/abstract target=ref>Terry et al. 2021</a>,,,,0.52,7050,
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,1.8,,,830,<a refstr=BATISTA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...529A.102B/abstract target=ref> Batista et al. 2011 </a>,,,,0.19,5690,
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,1.21,,,3500,<a refstr=STREET_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...763...67S/abstract target=ref> Street et al. 2013 </a>,,,,0.16,2800,
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1,2.42,,,170,<a refstr=BENNETT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..141B/abstract target=ref>Bennett et al. 2018</a>,,,,0.58,3500,
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,0.92,,,9.2,<a refstr=FURUSAWA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779...91F/abstract target=ref>Furusawa et al. 2013</a>,,,,0.11,810,
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,1.72,,,86,<a refstr=RATTENBURY_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454..946R/abstract target=ref>Rattenbury et al. 2015</a>,,,,0.18,6430,
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,2,,,480,<a refstr=BACHELET_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754...73B/abstract target=ref> Bachelet et al. 2012 </a>,,5950,,0.67,2300,
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1,4.14,,,30,<a refstr=SKOWRON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820....4S/abstract target=ref>Skowron et al. 2016</a>,,,,0.75,7380,
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,0.95,,,17,<a refstr=BENNETT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..155B/abstract target=ref>Bennett et al. 2014</a>,,,,0.11,7200,
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,0.69,,,18,<a refstr=BENNETT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..113B/abstract target=ref>Bennett et al. 2018</a>,,,,0.15,4400,
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,1.1,,,1500,<a refstr=BATISTA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780...54B/abstract target=ref> Batista et al. 2014 </a>,,,,0.86,7720,
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1,4.3,,,3690,<a refstr=SHVARTZVALD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.439..604S/abstract target=ref> Shvartzvald et al. 2014 </a>,,,,0.39,7560,
